,Location,Price,Descr,Link,superficieutil,habitacionamueblada,numbanos,estadoconservacion,gastosincluidosalquiler,area,numhabitaciones
336,El Poblenou (Distrito Sant Martí. Barcelona Capital),390,Es una habitación individual exterior disponible a partir del dia 21-10-2019. El tamaño de la habitación es pequ...,/alquilar/habitacion-sant_marti_el_poblenou08005-945856909699369_109600/,80,Amueblada,1,0,0,habitaciones-barcelona,3
337,La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),900,Es una habitación doble exterior disponible a partir del dia 01-10-2019. La duración mínima del contrato es 1 me...,/alquilar/habitacion-la_dreta_de_eixample08007-945856909675301_109600/,100,Amueblada,1,0,0,habitaciones-barcelona,2
338,Collblanc-La Torrassa (L'Hospitalet de Llobregat),390,Es una habitación individual exterior disponible a partir del dia 08-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-collblanc_la_torrassa08904-945856909702845_109600/,120,Amueblada,2,0,0,habitaciones-barcelona,3
339,La Florida-Les Planes (L'Hospitalet de Llobregat),350,Es una habitación individual  disponible a partir del dia 29-10-2019. La duración mínima del contrato es 5 Meses...,/alquilar/habitacion-la_florida_les_planes08905-945856909693443_109600/,96,Amueblada,1,0,0,habitaciones-barcelona,3
340,Passeig i Rodalies-Carretera de Vic (Manresa),290,Es una habitación doble  disponible a partir del dia 01-08-2019. La duración mínima del contrato es 2 meses. El ...,/alquilar/habitacion-passeig_i_rodalies_carretera_de_vic08241-945856909677459_109600/,100,Amueblada,2,: En buen estado,0,habitaciones-barcelona,6
341,Esplugues de Llobregat,460,Es una habitación doble exterior disponible a partir del dia 02-09-2019. La duración mínima del contrato es Más ...,/alquilar/habitacion-esplugues_de_llobregat_centro_urbano08906-945856909686325_109600/,150,Amueblada,2,: En buen estado,0,habitaciones-barcelona,4
342,Gelida,300,Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,/alquilar/habitacion-gelida_centro_urbano-945856909532323_109600/,80,Amueblada,2,: En buen estado,0,habitaciones-barcelona,3
343,L'Havana-Escorxador (Mataró),350,Es una habitación doble  disponible a partir del dia 05-10-2019. La duración mínima del contrato es 3 meses. La ...,/alquilar/habitacion-havana_escorxador08301-945856909696506_109600/,140,Amueblada,2,: En buen estado,0,habitaciones-barcelona,3
344,Olzinelles (Sant Celoni),400,Es una habitación doble exterior disponible a partir del dia 25-10-2019. La duración mínima del contrato es Más ...,/alquilar/habitacion-olzinelles-945856909697230_109600/,100,Amueblada,1,: En buen estado,0,habitaciones-barcelona,3
345,El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital),500,Es una habitación doble exterior disponible a partir del dia 11-07-2019. La duración mínima del contrato es 1 me...,/alquilar/habitacion-el_camp_de_arpa_del_clot08026-945856909662601_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-barcelona,4
346,La Sagrada Família (Distrito Eixample. Barcelona Capital),650,"Ya ha sido ALQUILADA! Gracias!Alquilo una habitación doble en mi piso (solamente vivo yo) . El piso se encuent...",/alquilar/habitacion-la_sagrada_familia08025-945856909686696_109600/,80,Amueblada,1,: En buen estado,0,habitaciones-barcelona,2
347,Sant Andreu (Distrito Sant Andreu. Barcelona Capital),399,Es una habitación individual  disponible a partir del dia 13-08-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-sant_andreu_barrio08030-945856909680724_109600/,20,Amueblada,1,: A estrenar,0,habitaciones-barcelona,1
348,La Barceloneta (Distrito Ciutat Vella. Barcelona Capital),500,"Alquilo una habitación doble , con mucha luz, cerca de la playa , bus , comercios , etc... El  piso esta totalme...",/alquilar/habitacion-ciutat_vella_la_barceloneta08003-945856909699080_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-barcelona,3
349,El Guinardó (Distrito Horta-Guinardó. Barcelona Capital),450,Es una habitación individual exterior disponible a partir del dia 31-07-2019. La duración mínima del contrato es...,/alquilar/habitacion-el_guinardo08041-945856909676823_109600/,100,Amueblada,1,: En buen estado,0,habitaciones-barcelona,3
350,El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),440,Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,/alquilar/habitacion-el_barri_gotic08002-945856909662136_109600/,100,Amueblada,1,0,0,habitaciones-barcelona,5
351,El Baix Guinardó (Distrito Horta-Guinardó. Barcelona Capital),650,"Es una habitación doble exterior disponible a partir del dia 05-08-2019. El tamaño de la habitación es mediana, ...",/alquilar/habitacion-el_baix_guinardo08025-945856909678578_109600/,70,Amueblada,1,0,0,habitaciones-barcelona,2
352,La Sagrada Família (Distrito Eixample. Barcelona Capital),390,Es una habitación individual exterior disponible a partir del dia 01-09-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-la_sagrada_familia08013-945856909674291_109600/,80,Amueblada,1,: En buen estado,0,habitaciones-barcelona,4
353,La Bordeta (Distrito Sants-Montjuïc. Barcelona Capital),420,"Es una habitación individual  disponible a partir del dia 01-09-2018. El tamaño de la habitación es mediana,  co...",/alquilar/habitacion-sants_montjuic_la_bordeta08014-945856909681654_109600/,80,Amueblada,1,0,0,habitaciones-barcelona,3
354,El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital),375,"Zona: muy bien comunicada, metro-bus, centro de barcelona, bares muy chulis, zona deportiva: zona para escalar, ...",/alquilar/habitacion-el_poble_sec08004-945856909701292_109600/,90,Amueblada,1,: En buen estado,0,habitaciones-barcelona,3
355,La Vila Olímpica del Poblenou (Distrito Sant Martí. Barcelona Capital),480,Es una habitación individual exterior disponible a partir del dia 01-10-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-la_vila_olimpica_del_poblenou08005-945856909691346_109600/,150,Amueblada,2,: En buen estado,0,habitaciones-barcelona,4
356,Ca n'Oriac (Sabadell),300,Es una habitación individual exterior disponible a partir del dia 01-11-2019. El tamaño de la habitación es pequ...,/alquilar/habitacion-ca_noriac08207-945856909702385_109600/,75,Amueblada,1,: En buen estado,0,habitaciones-barcelona,3
357,El Camp d'en Grassot-Gràcia Nova (Distrito Gràcia. Barcelona Capital),425,Es una habitación individual exterior disponible a partir del dia 01-10-2019. El tamaño de la habitación es pequ...,/alquilar/habitacion-el_camp_en_grassot_gracia_nova08025-945856909684333_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-barcelona,2
358,El Baix Guinardó (Distrito Horta-Guinardó. Barcelona Capital),400,"300 e - habitacion barcelona - hospital san pablo (sgda. Familia) Alquilo  para persona joven ó mediana edad, ...",/alquilar/habitacion-el_baix_guinardo08025-945856909567991_109600/,70,Amueblada,1,: En buen estado,0,habitaciones-barcelona,3
359,La Verneda-La Pau (Distrito Sant Martí. Barcelona Capital),400,Es una habitación individual  disponible a partir del dia 03-09-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-sant_marti_la_verneda_la_pau08020-945856909687196_109600/,90,Amueblada,2,0,0,habitaciones-barcelona,4
360,La Sagrera (Distrito Sant Andreu. Barcelona Capital),370,Es una habitación individual exterior disponible a partir del dia 03-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-sant_andreu_la_sagrera08027-945856909669608_109600/,90,Amueblada,1,: En buen estado,0,habitaciones-barcelona,4
361,El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),550,Es una habitación doble  disponible a partir del dia 01-08-2019. La duración mínima del contrato es 1 mes. El ta...,/alquilar/habitacion-el_barri_gotic08002-945856909654350_109600/,100,Amueblada,2,0,0,habitaciones-barcelona,1
362,La Nova Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),510,Es una habitación doble exterior disponible a partir del dia 03-06-2019. La duración mínima del contrato es Más ...,/alquilar/habitacion-la_nova_esquerra_de_eixample08029-945856909657885_109600/,130,Amueblada,2,: En buen estado,0,habitaciones-barcelona,4
363,L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),1,Es una habitación doble exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es Más ...,/alquilar/habitacion-antiga_esquerra_de_eixample08036-945856909698324_109600/,210,Amueblada,5,: A estrenar,0,habitaciones-barcelona,5
364,Centre (Sant Cugat del Vallès),373,Es una habitación individual  disponible a partir del dia 01-07-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-sant_cugat_del_valles_centre08172-945856909658755_109600/,75,0,1,: A estrenar,0,habitaciones-barcelona,1
365,Marganell,90,Es una habitación individual exterior disponible a partir del dia 19-06-2016. El tamaño de la habitación es medi...,/alquilar/habitacion-marganell_centro_urbano08298-945856909684260_109600/,200,0,1,: En buen estado,0,habitaciones-barcelona,5
366,Santa Perpètua de Mogoda,300,"Es una habitación doble exterior disponible a partir del dia 09-09-2019. El tamaño de la habitación es grande,  ...",/alquilar/habitacion-santa_perpetua_de_mogoda_centro_urbano-945856909688254_109600/,84,Amueblada,2,: En buen estado,0,habitaciones-barcelona,3
367,El Raval (Distrito Ciutat Vella. Barcelona Capital),500,Es una habitación doble  disponible a partir del dia 01-08-2019. La duración mínima del contrato es Menos de 1 m...,/alquilar/habitacion-el_raval08001-945856909676430_109600/,75,Amueblada,1,: En buen estado,0,habitaciones-barcelona,2
368,El Raval (Distrito Ciutat Vella. Barcelona Capital),455,"Es una habitación doble  disponible a partir del dia 03-10-2019. El tamaño de la habitación es mediana,  sin fia...",/alquilar/habitacion-el_raval08001-945856909696264_109600/,80,Amueblada,1,0,0,habitaciones-barcelona,3
369,Sant Gervasi-La Bonanova (Distrito Sarrià-Sant Gervasi. Barcelona Capital),450,Es una habitación individual  disponible a partir del dia 31-10-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-sant_gervasi_la_bonanova08022-945856909701640_109600/,150,Amueblada,2,: En buen estado,0,habitaciones-barcelona,4
370,El Baix Guinardó (Distrito Horta-Guinardó. Barcelona Capital),400,Es una habitación individual  disponible a partir del dia 06-10-2019. La duración mínima del contrato es 5 Meses...,/alquilar/habitacion-el_baix_guinardo08024-945856909694806_109600/,65,Amueblada,1,: En buen estado,0,habitaciones-barcelona,3
371,Escola Industrial-Plaça de Catalunya (Distrito Vallparadís-Escoles. Terrassa),350,Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-escola_industrial_placa_de_catalunya-945856909695958_109600/,85,Amueblada,2,: En buen estado,0,habitaciones-barcelona,4
372,El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),475,"Es una habitación individual  disponible a partir del dia 16-10-2019. El tamaño de la habitación es grande,  con...",/alquilar/habitacion-el_barri_gotic08002-945856909699680_109600/,60,Amueblada,3,0,0,habitaciones-barcelona,1
373,El Raval (Distrito Ciutat Vella. Barcelona Capital),400,Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es 1 mes. ...,/alquilar/habitacion-el_raval08001-945856909686358_109600/,85,Amueblada,1,: En buen estado,0,habitaciones-barcelona,3
374,El Raval (Distrito Ciutat Vella. Barcelona Capital),500,Es una habitación doble exterior disponible a partir del dia 28-10-2019. La duración mínima del contrato es 3 me...,/alquilar/habitacion-el_raval08001-945856909702848_109600/,50,Amueblada,1,0,0,habitaciones-barcelona,1
375,El Camp d'en Grassot-Gràcia Nova (Distrito Gràcia. Barcelona Capital),450,Es una habitación individual exterior disponible a partir del dia 13-10-2019. El tamaño de la habitación es pequ...,/alquilar/habitacion-el_camp_en_grassot_gracia_nova08025-945856909694582_109600/,75,Amueblada,1,: En buen estado,0,habitaciones-barcelona,2
376,Sant Antoni (Distrito Eixample. Barcelona Capital),650,Es una habitación doble  disponible a partir del dia 01-11-2019. La duración mínima del contrato es 2 meses. El ...,/alquilar/habitacion-eixample_sant_antoni08015-945856909701298_109600/,86,Amueblada,1,0,0,habitaciones-barcelona,3
377,Barri de Mar-Ribes Roges-Plaça de la Sardana (Vilanova i la Geltrú),280,Piso totalmente equipado,/alquilar/habitacion-barri_de_mar_ribes_roges_placa_de_la_sardana-945856909702545_109600/,120,Amueblada,2,0,0,habitaciones-barcelona,4
378,El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital),350,Es una habitación individual  disponible a partir del dia 21-10-2019. La duración mínima del contrato es 1 mes. ...,/alquilar/habitacion-el_poble_sec08004-945856909700393_109600/,80,Amueblada,1,: En buen estado,0,habitaciones-barcelona,3
379,La Creu de Barberà (Sabadell),340,Es una habitación individual exterior disponible a partir del dia 21-10-2019. El tamaño de la habitación es medi...,/alquilar/habitacion-la_creu_de_barbera08204-945856909701317_109600/,75,Amueblada,1,: A estrenar,0,habitaciones-barcelona,2
380,El Camp d'en Grassot-Gràcia Nova (Distrito Gràcia. Barcelona Capital),440,Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...,/alquilar/habitacion-el_camp_en_grassot_gracia_nova08025-945856909649705_109600/,80,Amueblada,2,: En buen estado,0,habitaciones-barcelona,4
381,Porta (Distrito Nou Barris. Barcelona Capital),360,Es una habitación individual  disponible a partir del dia 14-08-2019. La duración mínima del contrato es 5 Meses...,/alquilar/habitacion-nou_barris_porta08016-945856909681008_109600/,70,Amueblada,1,0,0,habitaciones-barcelona,3
382,El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital),420,Es una habitación individual exterior disponible a partir del dia 31-10-2019. La duración mínima del contrato es...,/alquilar/habitacion-el_poble_sec08004-945856908737329_109600/,80,Amueblada,1,0,0,habitaciones-barcelona,3
383,La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),850,Es una habitación doble  disponible a partir del dia 16-04-2018. La duración mínima del contrato es 1 mes. La du...,/alquilar/habitacion-la_dreta_de_eixample08010-945856909642233_109600/,165,Amueblada,2,0,0,habitaciones-barcelona,6
384,Sagnier-Plaça de Catalunya (El Prat de Llobregat),380,Es una habitación individual exterior disponible a partir del dia 05-11-2019. La duración mínima del contrato es...,/alquilar/habitacion-sagnier_placa_de_catalunya-945856909703185_109600/,65,Amueblada,1,: En buen estado,0,habitaciones-barcelona,1
