|Descr|Edad mínima|Género|Link|Location|Número de inquilinos|Price|area|estadoconservacion|gastosincluidosenalquiler|gastosincluidosenalquiler |habitacionamueblada|numbanos|numhabitaciones|superficieutil
567|Es una habitación doble exterior disponible a partir del dia 22-05-2019. La duración mínima del contrato es 3 me...|18||/alquilar/habitacion-el_besos_el_maresme08019-945856909654040_109600/|El Besòs-El Maresme (Distrito Sant Martí. Barcelona Capital)|4|460|barcelona|En buen estado|0.0||Amueblada|1|4|100
568|Es una habitación doble exterior disponible a partir del dia 25-10-2019. La duración mínima del contrato es Más ...|35|Chicos|/alquilar/habitacion-olzinelles-945856909697230_109600/|Olzinelles (Sant Celoni)|1|400|barcelona|En buen estado|0.0||Amueblada|1|3|100
569|Es una habitación individual exterior disponible a partir del dia 15-07-2019. La duración mínima del contrato es...|26||/alquilar/habitacion-olesa_de_montserrat_centro_urbano-945856909664797_109600/|Olesa de Montserrat|2|280|barcelona|0|0.0||Amueblada|1|3|100
570|Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...|25|Chicas|/alquilar/habitacion-collblanc_la_torrassa08903-945856909663945_109600/|Collblanc-La Torrassa (L'Hospitalet de Llobregat)|3|380|barcelona|0|0.0||Amueblada|2|4|85
571|Es una habitación individual exterior disponible a partir del dia 01-09-2017. La duración mínima del contrato es...|20||/alquilar/habitacion-el_poble_sec08004-945856909609121_109600/|El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital)|2|425|barcelona|0|0.0||Amueblada|2|3|85
572|Es una habitación doble  disponible a partir del dia 07-07-2019. La duración mínima del contrato es Más de 5 mes...|21||/alquilar/habitacion-el_raval08001-945856909666315_109600/|El Raval (Distrito Ciutat Vella. Barcelona Capital)|3|600|barcelona|0|0.0||Amueblada|2|3|90
573|Es una habitación doble exterior disponible a partir del dia 06-11-2019. La duración mínima del contrato es 3 me...|18|Chicas|/alquilar/habitacion-nord_oest_sant_pere08225-945856909630638_109600/|Sant Pere (Distrito Sant Pere-Zona Esportiva. Terrassa)|1|330|barcelona|En buen estado|0.0||Amueblada|2|4|115
574|Es una habitación individual  disponible a partir del dia 17-06-2019. La duración mínima del contrato es 3 meses...|23|Chicas|/alquilar/habitacion-el_poble_sec08004-945856909662567_109600/|El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital)|2|380|barcelona|En buen estado|0.0||Amueblada|1|3|55
575|Es una habitación doble exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es 3 me...|22||/alquilar/habitacion-els_molins_poble_sec_pins_vens-945856909703984_109600/|Els Molins-Poble Sec-Pins Vens (Sitges)|1|390|barcelona|0|0.0||Amueblada|1|4|70
576|Es una habitación doble exterior disponible a partir del dia 31-08-2019. La duración mínima del contrato es 2 me...|20||/alquilar/habitacion-antiga_esquerra_de_eixample08007-945856909377086_109600/|L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital)|2|550|barcelona|0|0.0||Amueblada|2|3|75
577|Es una habitación individual  disponible a partir del dia 01-07-2019. La duración mínima del contrato es 2 meses...|22|Chicos|/alquilar/habitacion-el_clot08026-945856909662589_109600/|El Clot (Distrito Sant Martí. Barcelona Capital)|1|400|barcelona|En buen estado|0.0||Amueblada|1|3|65
578|"Habitación ideal para descansar, estudiar y estar cerca del trabajo a menos de 20' de barcelona centro.Gastos ..."|18||/alquilar/habitacion-sant_cosme_la_granja-945856909491108_109600/|Sant Cosme-La Granja (El Prat de Llobregat)|2|330|barcelona|En buen estado|0.0||Amueblada|1|3|90
579|Es una habitación individual exterior disponible a partir del dia 31-07-2019. La duración mínima del contrato es...|22|Chicos|/alquilar/habitacion-el_guinardo08041-945856909676823_109600/|El Guinardó (Distrito Horta-Guinardó. Barcelona Capital)|2|450|barcelona|En buen estado|0.0||Amueblada|1|3|100
580|Es una habitación individual exterior disponible a partir del dia 17-06-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-sant_gervasi_galvany08006-945856909660930_109600/|Sant Gervasi-Galvany (Distrito Sarrià-Sant Gervasi. Barcelona Capital)|3|400|barcelona|En buen estado|0.0||Amueblada|1|4|60
581|Es una habitación individual exterior disponible a partir del dia 09-07-2017. La duración máxima del contrato es...|23|Chicas|/alquilar/habitacion-els_canyars_el_castell_i_poble_vell-945856909671873_109600/|Els Canyars-El Castell i Poble Vell (Castelldefels)|3|390|barcelona|En buen estado|0.0||Amueblada|2|4|170
582|Es una habitación individual  disponible a partir del dia 09-09-2019. El tamaño de la habitación es pequeña,  si...|18||/alquilar/habitacion-sants_montjuic_la_bordeta08014-945856909678251_109600/|La Bordeta (Distrito Sants-Montjuïc. Barcelona Capital)|1|550|barcelona|0|0.0||Amueblada|2|3|80
583|Es una habitación doble exterior disponible a partir del dia 01-04-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-plana_del_castell_montflorit08290-945856909676382_109600/|Plana del Castell-Montflorit (Cerdanyola del Vallès)|3|300|barcelona|En buen estado|0.0||Amueblada|2|7|350
584|Es una habitación individual exterior disponible a partir del dia 05-10-2019. La duración mínima del contrato es...|25||/alquilar/habitacion-el_guinardo08041-945856909695056_109600/|El Guinardó (Distrito Horta-Guinardó. Barcelona Capital)|1|450|barcelona|A estrenar|0.0||Amueblada|2|4|100
585|Es una habitación individual exterior disponible a partir del dia 12-07-2019. La duración mínima del contrato es...|35|Chicos|/alquilar/habitacion-sant_marti_el_poblenou08019-945856909659533_109600/|El Poblenou (Distrito Sant Martí. Barcelona Capital)|3|550|barcelona|En buen estado|0.0||Amueblada|2|3|100
586|Es una habitación doble exterior disponible a partir del dia 11-10-2019. La duración máxima del contrato es 5 Me...|18||/alquilar/habitacion-el_barri_gotic08002-945856909698315_109600/|El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital)|2|500|barcelona|A estrenar|0.0||Amueblada|1|3|90
587|Es una habitación doble  disponible a partir del dia 15-05-2019. El tamaño de la habitación es grande,  con fian...|22||/alquilar/habitacion-la_sagrada_familia08013-945856909651587_109600/|La Sagrada Família (Distrito Eixample. Barcelona Capital)|1|500|barcelona|En buen estado|0.0||Amueblada|1|1|120
588|Es una habitación individual  disponible a partir del dia 01-10-2019. La duración mínima del contrato es 1 mes. ...|18||/alquilar/habitacion-creu_de_barbera_santa_pau_sud08204-945856909695712_109600/|Espronceda (Distrito Espronceda-Campoamor. Sabadell)|1|250|barcelona|En buen estado|0.0||Amueblada|1|3|90
589|Es una habitación individual  disponible a partir del dia 22-08-2019. La duración mínima del contrato es 2 meses...|18||/alquilar/habitacion-antiga_esquerra_de_eixample08036-945856909679923_109600/|L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital)|3|420|barcelona|En buen estado|0.0||Amueblada|2|3|80
590|Es una habitación individual exterior disponible a partir del dia 09-10-2019. La duración mínima del contrato es...|25||/alquilar/habitacion-el_bonaire-945856909697828_109600/|El Bonaire (Santa Eulàlia de Ronçana)|1|409|barcelona|0|0.0||Amueblada|1|4|115
591|Habitación-loft situada en la planta sótano de la casa. Consta de 50m2, una cama grande (150 cm), 2 armarios, me...|12|Chicas y chicos|/alquilar/habitacion-vilassar_de_mar_centro_urbano-945856909705658_109800/|Vilassar de Mar|4|500|barcelona|En buen estado|0.0||Amueblada|1|1|50
592|Es una habitación doble  disponible a partir del dia 10-10-2019. El tamaño de la habitación es grande,  sin fian...|18|Chicas|/alquilar/habitacion-sant_pere_de_riudebitlles_centro_urbano-945856909694316_109600/|Sant Pere de Riudebitlles|1|300|barcelona|En buen estado|0.0||Amueblada|2|3|500
593|Es una habitación individual  disponible a partir del dia 01-11-2018. El tamaño de la habitación es pequeña,  co...|18||/alquilar/habitacion-pla_del_bon_aire08225-945856909676759_109600/|Pla del Bon Aire (Distrito Can Roca-Pla del Bon Aire. Terrassa)|1|350|barcelona|En buen estado|0.0||Amueblada|2|1|80
594|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-eixample_torreblanca08172-945856909673212_109600/|L'Eixample-Torreblanca (Sant Cugat del Vallès)|1|485|barcelona|En buen estado|0.0||Amueblada|2|4|120
595|Es una habitación doble exterior disponible a partir del dia 12-09-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-olesa_de_montserrat_centro_urbano-945856909689220_109600/|Olesa de Montserrat|2|350|barcelona|0|0.0||Amueblada|2|3|145
596|Es una habitación individual exterior disponible a partir del dia 15-08-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-el_parc_la_llacuna_del_poblenou08018-945856909679501_109600/|El Parc-La Llacuna del Poblenou (Distrito Sant Martí. Barcelona Capital)|2|550|barcelona|En buen estado|0.0||Amueblada|1|2|75
597|Es una habitación doble exterior disponible a partir del dia 26-08-2019. La duración mínima del contrato es 3 me...|18||/alquilar/habitacion-el_camp_en_grassot_gracia_nova08025-945856909678271_109600/|El Camp d'en Grassot-Gràcia Nova (Distrito Gràcia. Barcelona Capital)|1|790|barcelona|A estrenar|0.0||Amueblada|2|3|95
598|Es una habitación doble  disponible a partir del dia 01-12-2019. El tamaño de la habitación es grande,  con fian...|18||/alquilar/habitacion-el_putxet_el_farro08006-945856909673217_109600/|El Putxet-El Farró (Distrito Sarrià-Sant Gervasi. Barcelona Capital)|2|600|barcelona|0|0.0||Amueblada|2|3|160
599|Es una habitación individual exterior disponible a partir del dia 01-05-2018. La duración mínima del contrato es...|20||/alquilar/habitacion-el_poble_sec08004-945856909609123_109600/|El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital)|2|475|barcelona|0|0.0||Amueblada|2|3|85
600|Es una habitación individual exterior disponible a partir del dia 21-07-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-collblanc_la_torrassa08903-945856909674031_109600/|Collblanc-La Torrassa (L'Hospitalet de Llobregat)|2|350|barcelona|En buen estado|0.0||Amueblada|1|1|80
601|Es una habitación individual exterior disponible a partir del dia 01-10-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-sant_marti_de_provencals08020-945856909689869_109600/|Sant Martí de Provençals (Distrito Sant Martí. Barcelona Capital)|1|420|barcelona|0|0.0||Amueblada|1|2|80
602|Es una habitación individual exterior disponible a partir del dia 01-06-2019. El tamaño de la habitación es gran...|18|Chicas|/alquilar/habitacion-les_tres_torres08017-945856909653687_109600/|Les Tres Torres (Distrito Sarrià-Sant Gervasi. Barcelona Capital)|3|450|barcelona|En buen estado|0.0||Amueblada|1|1|90
603|Es una habitación individual exterior disponible a partir del dia 01-12-2018. El tamaño de la habitación es medi...|18||/alquilar/habitacion-antic-945856909672260_109600/|Antic (Manresa)||350|barcelona|0|0.0||Amueblada|2|3|110
604|Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es 4 Meses...|18|Chicos|/alquilar/habitacion-el_fort_pienc08013-945856909658335_109600/|El Fort Pienc (Distrito Eixample. Barcelona Capital)|4|400|barcelona|En buen estado|0.0||Amueblada|2|5|80
605|Es una habitación doble exterior disponible a partir del dia 11-09-2019. La duración mínima del contrato es 1 me...|18|Chicas|/alquilar/habitacion-el_masnou_centro_urbano-945856909689899_109600/|El Masnou|1|450|barcelona|A estrenar|0.0||Amueblada|2|3|80
606|Es una habitación individual  disponible a partir del dia 29-08-2019. El tamaño de la habitación es grande,  con...|18|Chicas|/alquilar/habitacion-cornella_de_llobregat_centre-945856909684773_109600/|Centre (Cornellà de Llobregat)|1|400|barcelona|En buen estado|0.0||Amueblada|1|3|85
607|Es una habitación doble exterior disponible a partir del dia 01-04-2019. La duración mínima del contrato es 3 me...|18|Chicas|/alquilar/habitacion-sant_marti_el_poblenou08005-945856909672951_109600/|El Poblenou (Distrito Sant Martí. Barcelona Capital)|2|480|barcelona|En buen estado|0.0||Amueblada|1|3|75
608|Es una habitación doble  disponible a partir del dia 01-09-2019. La duración mínima del contrato es 5 Meses. La ...|25||/alquilar/habitacion-cementiri_vell08222-945856909611278_109600/|Cementiri Vell (Distrito Vallparadís-Escoles. Terrassa)|2|450|barcelona|En buen estado|0.0||Amueblada|1|1|30
609|Es una habitación doble exterior disponible a partir del dia 08-09-2019. La duración mínima del contrato es 1 me...|18||/alquilar/habitacion-sant_pere_santa_caterina_la_ribera08003-945856909688723_109600/|Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital)|2|500|barcelona|0|0.0||Amueblada|2|4|120
610|Es una habitación doble  disponible a partir del dia 22-06-2019. La duración mínima del contrato es 3 meses. El ...|25||/alquilar/habitacion-sant_marti_el_poblenou08005-945856909664196_109600/|El Poblenou (Distrito Sant Martí. Barcelona Capital)|4|650|barcelona|0|0.0||Amueblada|2|4|98
611|Es una habitación individual  disponible a partir del dia 03-09-2019. La duración mínima del contrato es 1 mes. ...|18||/alquilar/habitacion-collblanc_la_torrassa08904-945856909687243_109600/|Collblanc-La Torrassa (L'Hospitalet de Llobregat)|2|350|barcelona|En buen estado|0.0||Amueblada|1|2|80
612|Se alquila habitación en piso Zona Clot, bien comunicado (cerca estación de tren y autobuses, metro y Tram).Zona...|20|Chicas|/alquilar/habitacion-el_clot08018-945856909656185_109600/|El Clot (Distrito Sant Martí. Barcelona Capital)|1|280|barcelona|En buen estado|0.0||Amueblada|1|3|77
613|Es una habitación individual  disponible a partir del dia 05-11-2018. La duración mínima del contrato es 3 meses...|18|Chicos|/alquilar/habitacion-el_camp_de_arpa_del_clot08041-945856909674966_109600/|El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital)|1|400|barcelona|En buen estado|0.0||Amueblada|2|4|120
614|Es una habitación individual  disponible a partir del dia 01-08-2016. El tamaño de la habitación es pequeña,  si...|26|Chicas|/alquilar/habitacion-els_canyars_el_castell_i_poble_vell-945856909671865_109600/|Els Canyars-El Castell i Poble Vell (Castelldefels)|3||barcelona|En buen estado|0.0||Amueblada|2|4|160
615|Es una habitación doble  disponible a partir del dia 09-09-2019. La duración mínima del contrato es 1 mes. La du...|22||/alquilar/habitacion-eixample_sant_antoni08011-945856909599415_109600/|Sant Antoni (Distrito Eixample. Barcelona Capital)|1|540|barcelona|En buen estado|0.0||Amueblada|1|1|130
616|Es una habitación doble exterior disponible a partir del dia 02-08-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-cementiri_vell08222-945856909671883_109600/|Cementiri Vell (Distrito Vallparadís-Escoles. Terrassa)|1|500|barcelona|En buen estado|0.0||Amueblada|1|1|100
617|Es una habitación individual exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-corro_avall-945856909630327_109600/|Corró d'Avall (Les Franqueses del Vallès)|2|380|barcelona|0|0.0||Amueblada|1|3|60
618|Es una habitación individual  disponible a partir del dia 27-09-2019. La duración mínima del contrato es 3 meses...|18|Chicos|/alquilar/habitacion-el_camp_de_arpa_del_clot08041-945856909694581_109600/|El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital)|2|400|barcelona|En buen estado|0.0||Amueblada|1|3|8
619|Es una habitación individual  disponible a partir del dia 20-11-2019. La duración máxima del contrato es Más de ...|32|Chicas|/alquilar/habitacion-mataro_eixample08301-945856909704203_109600/|Eixample (Mataró)|1|300|barcelona|En buen estado|0.0||Amueblada|2|3|75
